reviewId,user,review_text,rating,thumbs_up,reviewCreatedVersion,appVersion,review_date,replyContent,repliedAt
cebb64c8-9e5e-48cf-b491-848ab8cebf9b,Fajar Agus Maulana,"APLIKASI GAGAL. Banyak bug, over akses jadi Lemot, kamera tidak bisa di fokuskan dan kualitas gambar tulisan jadi blur kenapa gapake kamera bawaan HP kaya daftar hadir. Unggah gambar tulisan ""tunggu sesaat"" TAPI 3 hari blum selesai proses pengunggahannya. Cara pengaplikasianya cukup mudah. Tapi ya seperti tadi contohnya aplikasi gabagus buat pemilihan yg minta cepat tapi aplikasi banyak masalah.",1,68,2.48,2.48,2024-02-21 16:10:37,,
f3d8d94a-3ce8-409d-8274-77a2f1a24a88,rio oioi,"Untuk developer tolong yang maksimal dalam pengembangan, aplikasi belum mateng seperti ini jangan berani rilis! Pemilu tinggal besok,udah di pakai buat bimtek malah problemnya macem2 dari yang invalid username dan password, masih ada yg blm bisa login, kasian bos yang pegang aplikasi nya sabarnya sampai habis! Jaringan bagus di bilangnya aplikasi tidak ada jaringan/offline ga bisa buat upload. Daripada kacau saran saya di siapkan dulu secara matang 2-3 tahun di trial and error baru di lepas",1,250,2.32,2.32,2024-02-07 00:34:39,,
457a6c86-1658-4d3a-aa19-a3ab6e8393ce,Sipa Indriani,"Adanya apk untuk mempermudah dalam proses nya nanti, tapi kalau di awal aja udah begini, banyak eror, sistem enggak jalan. Yo buat apa, tolong untuk aplikasi nya disiapkan lebih matang tahun depan. Bintang 3 dulu, nanti semisal apknya ada peningkatan rate ulang.",3,3013,2.32,2.32,2024-02-04 07:45:11,,
1563ab5d-0827-4ccd-809a-87c8ca7617b3,Sri Marwati,"Tolong kurangi bug, dan permudah login, untuk sinyal kecil juga kalau bisa aplikasi tetap berjalan, soalnya kalau mode offline harus ediy angka satu persatu itu malah tidak mempermudah pekerjaan KPPS, misal besok hari H, aplikasi belum matang tolong rubah aturan supaya tidak usah digunakan dulu, daripada menambah bingung dan pekerjaan KPPS yang lain keteteran, tambahkan tombol"" edit setelah check gambar agak bisa check ulang jumlahnya, hla ini kalau salah satu kali aja jadi salah semuanya",1,31,2.32,2.32,2024-02-07 22:39:48,,
0dae010d-0727-42a0-b4ad-a675163f6954,noorjihad 94,"Mohon , untuk pembuat aplikasi mohon sangat mohon ,,, failed to private key maksudnya apa, dari berbagai sumber saya sudah coba cari jalan keluarnya, namun hasilnya tetap sama, belum bisa login sirekap, sedangkan saya bertugas sebagai operator sirekap. Nanti bagaimana sewaktu pemilu berlangsung, ini bahkan menjadi bahan penghambat yang sangat jelas adanya. Di mohon kan untuk yang belum bisa login agar dapat jalan keluar yang baik.",1,0,2.32,2.32,2024-02-08 15:07:54,,
0cef43d1-c613-4671-ad82-0895f9fe490f,Beny Abdurrahman,"Aplikasi belum siap, tapi dipaksakan. Apalagi pemilu sudah Tinggal menghitung hari. Di hp saya ketika loading terus muncul notifikasi ""terjadi kesalahan dalam penyiapan perangkat, pastikan Anda terhubung ke internet"" padahal paket data jelas sudah aktif, pake wifi pun juga tidak bisa. Mohon ditinjau ulang, atau dicek kompatibilitasnya agar diperluas soalnya jenis hp yang dipakai kpps juga bermacam macam dan tidak semuanya hp baru.",1,829,2.30,2.30,2024-02-02 04:54:57,,
d3ea0b9c-3d6d-4cb6-a45e-5d179b48dbc8,Buter Grafika 23,"fitur dari sirekap belum sepenuhnya mutakhir perlu ditingkatkan kembali, jangan sampai gara-gara apk ini petugas kpps yang disalahkan. perlu peningkatan : hasil scan tidak bisa di edit 2x al hasil ketika ada revisi tidk bisa diubah, daftar hadir tidak ada opsi DPT, DPK dan DPTB, proses upload relatif lama seperti server belum siap menampung. mode offline banyak yang blank tidak terbaca di server padahal di aplikasi sudah sukses terkirim. Mohon di perhatikan untuk kedepan",1,230,2.48,2.48,2024-02-20 17:42:18,,
4593edde-3d61-4083-bca4-df9dbb8e3de4,Anggit Khendio Utomo,"Aplikasi sering gagal login, dan error. Pas simulasi gak bisa mengupload gambar. Sudah pakai wifi (indihome) dan operator Telkomsel tapi uploadan tetep lambat bahkan gagal. Oleh sebab itu persiapkan segala sesuatu jauh jauh hari dan kajian yang mendalam. Jangan sudah kurang dari 1 minggu mau pemilu aplikasi masih bermasalah dan tentunya menghambat tugas sirekap. Kita bukan benci pada pihak tertentu, tapi jika seperti ini tentunya menimbulkan problem ataupun hal negatif di kemudian hari.",1,0,2.32,2.32,2024-02-08 22:37:48,,
f11fc848-7136-4c43-90c2-941d614ac8d3,Ardi Kurniawan,"Sedikit saran ttg aplikasi ini, aplikasi ini agar bisa mengakses kamera utama supaya gambar yg di ambil lebih tajam hasilnya, karna selama uji coba kemarin gambar yg di ambil rata"" blur walaupun pencahayaannya cukup, padahal banyak teman"" sirekap punya device yg lumayan bagus dr segi kamera. Hasil gambar itu jg sangat mempengaruhi saat upload gambar yg sering gagal/tidak terbaca oleh sistem, Mohon untuk diperbaiki atau ditingkatkan. Terima kasih.",2,175,2.41,2.41,2024-02-12 04:12:06,,
e7b44c04-3533-495e-8057-931e75931bab,Fherdhay Zero Two,Kamera klo di dalam aplikasi ini sebagus apapun pasti jadi buram dan nggak bisa fokus.... Selain itu nggak bisa upload foto dari galeri juga.... Padahal klo pke kamera biasa tulisan nya juga sangat jelas kok..... Pembacaan angka nya banyak bermasalah...,1,0,2.32,2.32,2024-02-11 13:41:09,,
df8da691-f8c3-4243-a61b-8cc273a2d3c0,dns yt,"Bukannya mempermudah, malah mempersulit. Login error, susah, lama. Kualitas upolad gambar jelek, tulisan bagus malah tidak terbaca, verifikasi gambar juga lama, membuat berkas ke pdf juga lama. Tolong segera diperbaiki jika memang berniat mempermudah !!",1,53,2.32,2.32,2024-02-09 09:27:39,,
05417d76-2d13-417d-8e5c-1bf7c2282fe1,Nofia Abdilah,"Tolong lebih ditingkatkan lagi, terutama kamera agar fokus dan dikasih flash.. upload terlalu lama dan data yg terbaca salah jd harus edit sendiri.. sangat membuang"" waktu dan memperlambat kinerja. Fitur edit ditambahkan, jangan skali pencet g bsa berubah lagi 🥲 agar bisa di edit sampai data bner bner sesuai.. Cukup membantu dr pada yg sebelumnya tapi banyak nyusahinnya ini aplikasi 🥲🤣",2,167,2.41,2.41,2024-02-16 23:12:49,,
d9c2c0cc-8a02-473c-acc0-4630528bc118,nyamuk keboen,"saya nemuin kekurangannya: ""untuk user infinix gak bisa masuk, tetapi user samsung, xiaomi, bisa masuk"". mohon diperbaiki agar semua hape android bisa masuk. saransaya: buat akses masuk dengan sistem tunggu, jadi tidak musti multipel klik cukup di refresh saja. dan buatkan akses timeout selama 3 menit setelah berhasil mengirimkan hasil sirekap. jangan buat ini menjadi lama di ranah Grassroot karena kinerja di KPU Pusat bidang teknologinya lambat merespon masukan, mumpung masih ada 1 minggu lagi.",1,29,2.32,2.32,2024-02-06 12:01:07,,
aefbe52b-d18b-4afe-a908-f12ac4f0d034,NDWARAKA,"Loadingnya lama, hp saya sudah termasuk hp canggih padahal. Untuk kamera pengambilan gambar tolong juga diperhatikan, kenapa yang terbaca hanya kamera Ultrawide? Tingkat ketajamannya jadi kurang, membuat sistem sering salah baca teks.",2,152,2.30,2.30,2024-02-02 12:17:43,,
a70ab7b4-4de3-44ae-8558-9ae850c82a22,ARINA MAZIDA ILMA,"Mohon ditambahkan beberapa menu mode kamera yg akan digunakan, beberapa kamera HP auto mode 0,5 tidak bisa dirubah ke mode normal/optimal ... sehingga banyak masalah gambar tidak terfoto dengan jelas... ketika uji coba upload foto yang ada log-out log-in sendiri.. alhasil beberapa kali ganti password.. dan bahkan banyak yang fotonya tidak terkirim dan itu sangat-sangat menghambat proses pengiriman foto siRekap.",1,270,2.32,2.32,2024-02-08 10:03:05,,
00b7ba27-e569-400f-904d-f742a02d7fca,Albar Luxurious,"Payah bgt gak ngebantu sama sekali, malah bikin lama cuma karena error saat ingin mengirim.. Sinyal wifi + data sangat² prepare dari hari sebelum pencoblosan, malah bikin lama saat perhitungan, tolong kedepannya diperbaiki, jika perlu hari ini. Kasian para kpps yang lebih tidak begitu baik mengoperasikan seperti bapak bapak, untung banyak generasi muda yang ikut seperti saya. Ini pun masih kesusahan karena sistem dari sana, tolong di cek sistem, server, dan segala macamnya. Agar lebih siap lagi!",1,3,2.41,2.41,2024-02-14 16:29:49,,
46e7b192-f267-4a18-804d-e98b8dd0265a,kania ps,"jelek banget aplikasi nya mau login aja susah nya minta ampun😣pas udah bisa login eh malah gagal mulu pas otentikasi, padahal inisialisasi wajah udah bener, jaringan 100% lancar tapi kenapa gagal mulu? alesan nya eror lah timeout lah haduhhh😣banyak juga orang yang mengalami hal yang sama seperti saya sekarang! Perbaiki kekurangan agar aplikasi bisa dipakai dengan mudah dan nyaman!!! BUKAN NYA MEMPERMUDAH MALAH MEMPERBANYAK MASALAH!!!!",1,23,2.32,2.32,2024-02-05 21:12:46,,
be379d36-4efc-45cf-9904-df57f6aed9ff,Arsyi J,"Aplikasi yang menyusahkan dalam perhitungan kpps 1. foto kertas selalu tidak akurat 2. Server sangat lemah (mungkin kurang anggarannya, butuh dana lebih Rp.100m) 3. Aplikasi tergolong gampang di jebol karena tidak server sided 4. Sangat menyusahkan pengguna karena tidak bisa ambil foto dari storage hp 5.aplikasi tergolong lemot masih banyak bug dan pengembangan yang lambat dan asal asalan (Saya menggunakan sdm 7+ gen 2 tetapi aplikasi masih sangat lambat) 6. Masih banyak sampai no 13 dsb",1,492,2.48,2.48,2024-02-15 11:17:32,,
2368bffe-963e-4601-ac14-747ba19445cb,nurulhikmah mrp,"Kecewa saya sudah masuk ke aplikasi nya, tiba tiba akun keluar setelah Update Aplikasi saya di suruh login ulang tapi invalid padahal Username dan pasword nya sudah benar, please si rekap bagaimana ini, mana pemilu semakin dekat, dan akun saya cuman satu",2,196,2.30,2.30,2024-02-01 09:23:31,,
8c965e07-fcfd-4ead-ac44-85a806db834a,Robi Gunawan,"Sekiranya belum siap dengan digitalisasi engga usah dipaksakan, daripada nanti di lapangan menghambat. Untuk menyesuaikan foto sampe muncul bingkai kuning aja susah sekali. Ada yang nyoba nyampe 200an kali jepret tapi tetep tidak muncul bingkai kuning di foto",1,3615,2.17-STG,2.17-STG,2024-01-29 09:50:21,,
2f09542b-0e95-484e-9a74-152041ee3bbd,Pitri Yani,"Sangat mengecewakan tidak bisa di login disemua tipe hp. Seharusnya lebih di tingkatkan lagi aplikasi supaya bisa di akses ke semua tipe hp. Lebih ditingkatkan lagi supaya bisa terbaca angkanya angka digital maupun angka biasa. Pokoknya tingkatkan lagi. Jangan sampe banyak yang akses jadi loading, macet, kirim Poto nunggu nya sampai sampe selesai di kirim. Jangan nyalahin anggota kpps yang udah bener tulisnya. Tolong perbaiki aplikasinya jangan sampai saling menyalahkan",1,4,2.48,2.48,2024-02-21 07:44:31,,
eba0840c-2aa2-46fd-ae8f-2f0e94f62221,MOCH FIRNANDA,"Kpu_RI ini gimana sih, kok ngga langsung login sudah loading nya lama tetapi tidak masuk ke halaman akun malah suruh buang data dan cache, kemudian sampah dan data sudah aku buang ehh malah sama ajaa, gimana nih ribet amat sistem nyaa...!!!!!",1,1,2.32,2.32,2024-02-09 10:16:59,,
0cd5aefd-9333-4fc0-b54d-85fb0a3890d2,Srondeng In One,"Gagal terus saat upload foto.. Setelah diupgrade malah tambah sulit .. saran saya mending dibuat manual saja, unggah foto itu dijadikan data pendukung saja.. biar cepat.. saya mohon diperbaiki biar lebih cepat dan mudah.. kalo bisa waktu ambil foto/gambar ditambah menu masuk galeri.. foto di apk sirekap tidak bisa fokus..",1,44,2.41,2.41,2024-02-11 18:55:51,,
87bdd0da-5609-43cb-a9df-f1f77b97f7a5,Cici Aminah,"Sangat sangat menguji kesabaran device realme c25s ternyata gak bisa akses gais kebetulan saya mengalami setelah saya coba ke device samsung ternyata bisa,,,, padahal spesifikasi device sudah sesuai tapi tidak menjamin ternyata,,, saran untuk kedepannya jika memang aplikasi digunakan untuk mempermudah proses pemilu sebaiknya dipersiapkan sebaik mungkin jangan seperti ini banyangkan sudah h-8 hari tapi aplikasi masih banyak kendala..... Alhamdulillah guis setelah diupdate udah gampang loginnya",1,171,2.41,2.41,2024-02-11 15:29:17,,
9b2221c7-c80c-4e1b-91b8-ef4835093c13,Louisa Theovani Gaspersz,"Baru upload foto 1 tapi belum terverivikasi. Ada coba masuk ulang malah ada tulisan 'TIDAK ADA PROFIL YANG AKTIF'. Udah coba clear data, clear chache, sama aja gak bisa masuk. Coba unistall trus install ulang malah gagal inisiliasi app. Udah masuk cuma ada nas 2 kpps, yang nas 1 udah gak ada. Klik nas 2 malah gagal, dengan alasan gagal mendapatkan kunci digital. Ini gimana ya, mengingat pemilihan tinggal bbrp hari lagi 🙏🏼",1,0,2.32,2.32,2024-02-09 08:38:28,,
6ebaf42c-4796-4a57-83a2-c236cfc164b6,Aah Marfuah,"Awalnya bisa login,,udah ganti password,,proses inisialisasi gagal terus,,terakhir klik ulangi keterangannya error,,malah balik k halaman depan,,pas mau login lgi g bisa2,,invalid username or password...padahal udh bener. Gimana nih solusinya??? Aplikasi blm siap digunakan...pdhl udh mndekati hari H. Harusnya dengan aplikasi ini bisa mempermudah...kenapa malah jadi menghambat",1,4,2.32,2.32,2024-02-07 07:27:07,,
e400af99-fdf9-43ca-861a-02b3700e20e7,DQ_ Photography,Setelah update ke 2.32 tidak bisa login. Loading nya lama. Padahal pakai ram 8gb. Internal juga masih banyak penyimpanannya. Mohon tingkatkan lagi untuk kualitas fotonya. Sangat beda jauh hasil dr kamera langsung sama dr aplikasi si rekap. Sehingga sangat susah untuk membaca batas / garis / april textnya walaupun pencahayaan sudah cukup bagus.,1,4058,2.32,2.32,2024-02-07 16:05:25,,
7d392906-e99e-4914-aba1-a5b0813d6fd4,Putri Intan N,"Dibuatkan nya aplikasi harusnya tujuannya bisa lebih efektif dan efisien. Tapi aplikasinya rasanya belum matang, jadi tambah masalah buat kamu, padahal tinggal beberapa hari saja. Kami belum berlatih untuk pengoperasian nya tapi LOGIN nya saja susah dari awal. Sampai sekarang kami pun kebanyakan belum bisa login.",1,2,2.32,2.32,2024-02-07 07:06:27,,
5c70d630-7e7f-4bc3-a5d6-7a403495e31f,Linda Febri,"Tolong peningkatannya. Awal download aman, bisa masukin username dan ganti password. Tapi pas login selalu gabisa dengan alasan invalid, dll. Akhirnya saya uninstall, lalu install lagi, tapi sekarang, baru klik tombol ""masuk"" malah aplikasi otomatis tertutup terus :), jadi sama sekali gabisa gerak. Mana bisa jalan dan simulasi kalo kayak gini. Tolong solusinya.",1,21,2.32,2.32,2024-02-07 17:09:56,,
792599fa-b1b7-4db3-a9b1-11fad61a5bb2,dhea agnes,"Aplikasi malah membuat pusing, login tidak bisa ,lelet , gimana mau cepat selesai wajar banyak yang meninggal gara gara begadang cuma gara gara aplikasi ini nantinya. Harus nya tidak perlu adanya apkikasi ini jadi pekerjaan kami cepat selesai !!!",1,1,2.41,2.41,2024-02-14 15:05:00,,
92ddc089-6311-4182-90dd-1c743c7fe4ef,agus Imam,"Aplikasi belum layak di gunakan, banyak eror saat sudah login dan pasti keluar sendiri, pasti muncul keterangan tidak ada profil yang aktif. Saat di tanyakan ke yang bertanggung jawab hanya ada jawaban di coba terus sampai bisa. Hadehhh... Kalau kayak gini pas di gunakan besok bukannya membantu mempercepat malah memperlambat dan semakin lama.",1,6,2.32,2.32,2024-02-07 22:54:46,,
523ce293-f1e9-498b-91e5-6594b0036f81,Septia Widio Warman,"Aplikasi belum layak untuk dioperasikan 1.bisa dilihat dari komenan kawan2,pas unggah selalu logout sendiri. 2.kualitas gambar,bukan kesalah spek android,camera saat poto biasa jernih dan fokus,diaplikasi ini hasil poto buram dan tidak dapat difokuskan secara manual,mungkin mengingat kualitas gambar HD memakan penyimpanan besar mungkin,tapi ini kualitasnya buram,terlalu kecil,tolong perbaiki secepatnya,!!!",1,3271,2.30,2.30,2024-02-05 00:55:12,,
801d353b-15f6-4836-b86d-ea8b7959e8e7,Fadlan Firmansyah,"Gak jelas. Pengen lebih simpel dengan pake proses digital, malah kacau. Inisialisasinya selalu gagal. Mending persiapkan dulu baik-baik aplikasinya, barulah pake digital. Kalau aplikasinya masih mentah, percuma. Kalau alasannya server penuh, lah banyak aplikasi contohnya media sosial/official shop yang banyak orang pake tapi lancar aja.",1,10,2.32,2.32,2024-02-05 21:28:33,,
22ef0c73-cee3-42de-ab14-334de81a7a72,syaira pramono,"Udah download udah ganti password gak bisa .. alesannya gagal mendapatkan sertifikat .. pake wifi atau data sama aja, udah sering dihapus chace atau penyimpanan tetep aja kek gitu, gak bisa masuk .. dari awal lho .. cuma bisa ganti password doang, mau beribu ribu kali dicoba , tapi servernya gak jelas, capek capekin aja dong . Dibenerin dulu servernya, yg kek gini menghambat KPPS nantinya .",1,1,2.32,2.32,2024-02-08 08:10:38,,
2a23b5a8-aaa8-4d0b-9488-92e53ee9fd83,klo ri,"JELEKKKK, bikin aplikasi tujuan nya mempermudah pekerjaan malah makin mempersulit, susah login pas udah berhasil login ada versi baru pas di upadate otomatis keluar dan harus login ulang. pas login ulang gabisa dan harus nunggu ada pemberitahuan verifikasi ulang.",1,2,,,2024-02-04 16:17:36,,
fd617813-3113-41ea-93c0-1ed42da2e101,Cindy Saraswati,"Tolong min untuk database nya diperbarui, setidaknya ada tombol kirim kode verifikasi ke nomor wa terdaftar jika email yang didaftarkan hanya bersifat sementara. Karena untuk mencegah kesulitan login ketika mendekati hari H.. Niatnya mau membuat aplikasi supaya privat, tapi saking privatnya justru menyulitkan pengguna🥲.. Bahkan tidak ada FAQ atau panduan penggunaan aplikasi untuk pengguna. Seprivat itu🥲",1,7,2.32,2.32,2024-02-05 21:13:26,,
143f5752-afcc-4bc4-a673-d0d991113d1f,RizLana,"Aplikasi yang lama : 1.foto terlalu dikompress ke ukuran kecil sehingga hasil foto telalu jelek (blur) dan tidak bisa terbaca sistem 2. Server Busuk (proses login sangat susah) 3. Banyak Bug, klik point sering eror Aplikasi Baru : 1. Selalu gagal login dgn masalah yang bervariasi Woy, Aplikasine sing bener lah..!!!",1,2,,,2024-02-01 11:49:34,,
9a5e3384-d709-4500-9b62-4f02ff92a1b7,Annas Muzakki,Terjadi banyak keluhan.. Knapa di update logout sendiri untuk masuk lagi nggak bisa username password padahal sudah sama tolong diperhatikan lagi katanya untuk mempermudah tp malah mempersulit... Padahal tinggal beberapa hari lagi apk belum siap. Di perbarui pun tidak ada yg baru cuma beda versi... Tolong di persiapkan dengan matang kalau udah baik jangan ada pembaruan yg tidak perlu.. Kita teman2 sudah pusing sistem yg baru tambah pusing mikirin apk ini,1,1,,,2024-02-04 11:33:41,,
8710ea5c-9c76-46ce-b035-647cdf3778a4,Uswatun H.,"Saran agar ada opsi tambah foto dari galeri. Gambar yg di masukan sudah sesuai dan sudah ada tanda kuning di setiap sisi tapi ujung2nya di minta untuk upload ulang atau tertulis ""gagal memuat data gambar. Tolong periksa koneksi internet anda"" padahal koneksi internet baik dan sudah beberapa kali coba ganti tempat dan hotspot dari beberapa hp masih tidak berubah. Bukan mempermudah tapi malah menghambat. Mohon maaf, Hpnya musti se-sultan apa agar bisa menggunakan apk ini dengan lancar :')",1,28,2.41,2.41,2024-02-13 08:54:58,,
3469ff83-4631-4e79-9404-a477391e794c,Panji Syuhadak,"Aplikasi di bwt untuk formalitas aja, mangkanya tiap kali di perbarui aplikasinya, gak ada peningkatan kualitas baik aplikasinya yg kurang stabil maupun server yg di gunakan. Sehingga pas waktu pencatatan hasil pemilu melalui aplikasi seringkali terjadi error.",1,212,2.32,2.32,2024-02-08 10:17:23,,
7d159462-4762-49c1-9225-fbe4387ce2d6,Evisa Vinda,"Kenapa yaa padahal kemarin² sudah bisa login, nah ini baru tadi pagi buka lagi malah suruh login lagi. Udah login udah masukan username sama password malah gabisa masuk eror ... Solusinya dong ... Kalo memang belum bisa bikin kaya gini gausah dipaksakanlah, ini bukan mempermudah tapi malah memperibet ...",1,3,2.32,2.32,2024-02-05 12:10:25,,
a1024bfe-e002-49c1-870e-ea8d5976de33,the wolf,"please benerin post processing untuk foto c hasil nya, saya temui di beberapa hp hasil foto jadi burik (pixleated) padahal reso sama 1000x1700 an.. tapi kok di saya hasil nya jadi kaya burik bgt yah.. terus bug nya di beberapa hp .. circle bar nya muter terus saat kunci dokumen.. hadeh.. saran jg nih.. crud nya tolong di terapin.. gaada edit ama hapus loh di opsi tambahkan saksi, pps dan panwas.. ini gimana sih wkwk.. tambah lah.. kita semua manusia kadang juga bisa salah input dan perlu edit",1,2,2.48,2.48,2024-02-19 22:03:00,,
28966487-5332-4cdf-8d0f-68eb80d28122,muhammad ardiansyah putra,"Developernya lebih baik mundur saja, tidak profesional dalam mengembangkan aplikasi untuk acara penting seperti ini. Tujuan digitalisasi adalah memudahkan dan mengefisiensi waktu, tapi tidak dengan apk ini, mempersulit, menghabiskan banyak waktu, dan menambah pekerjaan bagian IT KPPS. Foto tida ada stabiliter/auto fokus, selalu gagal dalam verifikasi foto meskipun difoto dalam posisi sempurna, sering log out ketika kirim foto, nunggu upload foto terlalu lama dan ujung ujungnya disuruh ngulangi.",1,191,2.41,2.41,2024-02-11 16:20:43,,
091700c6-d47d-4455-b5c8-28bf05c52bd2,Erik Riksa (Erik Riksa),"waktu mepet aplikasi error. Pakai kunci aplikasi saja jangan pakai kunci handphone agar terbaca dengan mudah. Semua anggota sirekap disini bermasalah dengan pembacaan di kunci handphone. Tutup dulu aja di playstore samapai aplikasi benar"" bisa digunakan. Jangan malah ditambah ribet karna aplikasi error mulu.",1,12,2.32,2.32,2024-02-03 17:23:29,,
fc257dc2-d098-4e11-8076-3574c8e6bc60,Syakilla,"Tolong diperbaiki secepatnya ya admin. Saya yg disalahin terus sama pendamping padahal signal buat scroll ig, tiktok, dll lancar banget, kuota juga masih 4GB, RAM masih sisa banyak, kekuatan signal juga baik. Padahal cuma tinggal melakukan kunci digital saja tapi dari kemarin pagi hingga sekarang saya belum bisa masuk.",1,25,2.30,2.30,2024-02-03 06:47:50,,
